window,split,pair,horizon,spearman,n_spearman,signed_hit,n_hit
OPEN15,OOS,nq_lead_es,15,0.0033024647853532106,6180,0.49715493415704765,6151
OPEN15,OOS,nq_lead_es,30,0.004404588663538392,6180,0.5004064379775647,6151
OPEN15,OOS,es5_lead_nq,0,0.3815617382117948,6180,0.6289644012944984,6180
OPEN15,OOS,es5_lead_nq,1,0.00315657659123677,6180,0.5011326860841424,6180
OPEN15,OOS,es5_lead_nq,5,0.030224129293417515,6180,0.5161812297734628,6180
OPEN15,OOS,es5_lead_nq,15,0.016743359818148364,6180,0.5082524271844661,6180
OPEN15,OOS,es5_lead_nq,30,-0.0040653926773878595,6180,0.5050161812297734,6180
OPEN15,OOS,nq5_lead_es,0,0.38137192431997613,6180,0.6132686084142395,6180
OPEN15,OOS,nq5_lead_es,1,0.006042385236248858,6180,0.4883495145631068,6180
OPEN15,OOS,nq5_lead_es,5,0.013256325016236832,6180,0.5103559870550162,6180
OPEN15,OOS,nq5_lead_es,15,0.0074153423924080385,6180,0.5045307443365695,6180
OPEN15,OOS,nq5_lead_es,30,0.009063481874071577,6180,0.5014563106796116,6180
OPEN30,Discovery,es_lead_nq,0,0.7965187089810547,72410,0.8217895503944742,63122
OPEN30,Discovery,es_lead_nq,1,-0.0011166385819968516,72423,0.47657066818743465,63126
OPEN30,Discovery,es_lead_nq,5,0.005808703107109929,72423,0.49131894940278176,63126
OPEN30,Discovery,es_lead_nq,15,-0.0005482580663542732,72423,0.4971010360231917,63126
OPEN30,Discovery,es_lead_nq,30,0.0010241831967712084,72423,0.49733865602129074,63126
OPEN30,Discovery,nq_lead_es,0,0.7965187089810547,72410,0.7492308803350907,69235
OPEN30,Discovery,nq_lead_es,1,-0.0018310786848506418,72412,0.43525860450337245,69237
OPEN30,Discovery,nq_lead_es,5,0.0036861292856433235,72412,0.4719730779785375,69237
OPEN30,Discovery,nq_lead_es,15,-0.0019357938118964265,72412,0.4829209815561044,69237
OPEN30,Discovery,nq_lead_es,30,0.0014612115603992082,72412,0.4893192945968196,69237
OPEN30,Discovery,es5_lead_nq,0,0.34830334515772177,72372,0.5968154362879929,72349
OPEN30,Discovery,es5_lead_nq,1,-0.001373201652272337,72384,0.4758153676064124,72360
OPEN30,Discovery,es5_lead_nq,5,0.0028644411876513386,72384,0.490975677169707,72360
OPEN30,Discovery,es5_lead_nq,15,0.0006179495218407214,72384,0.499212271973466,72360
OPEN30,Discovery,es5_lead_nq,30,0.002638327564980205,72384,0.4990187949143173,72360
OPEN30,Discovery,nq5_lead_es,0,0.3305743001154747,72341,0.5468432475773117,72337
OPEN30,Discovery,nq5_lead_es,1,-0.008855098446976179,72343,0.42951934641064987,72339
OPEN30,Discovery,nq5_lead_es,5,-0.0010145668388593944,72343,0.4737831598446205,72339
OPEN30,Discovery,nq5_lead_es,15,0.003810021154252017,72343,0.48681900496274483,72339
OPEN30,Discovery,nq5_lead_es,30,0.007427245467493142,72343,0.4930673633862785,72339
OPEN30,Validation,es_lead_nq,0,0.8279291128788636,23220,0.8332114787059038,21884
OPEN30,Validation,es_lead_nq,1,0.005138494436615555,23220,0.49300859075123377,21884
OPEN30,Validation,es_lead_nq,5,-0.0008443819455444247,23220,0.4925973313836593,21884
OPEN30,Validation,es_lead_nq,15,0.006911841300269751,23220,0.503381465911168,21884
OPEN30,Validation,es_lead_nq,30,0.00010919746496930737,23220,0.5012337781027234,21884
OPEN30,Validation,nq_lead_es,0,0.8279291128788636,23220,0.7926792157544668,23003
OPEN30,Validation,nq_lead_es,1,0.009188467143404542,23220,0.4702864843716037,23003
OPEN30,Validation,nq_lead_es,5,0.0061461070035640055,23220,0.48171977568143287,23003
OPEN30,Validation,nq_lead_es,15,0.017023790958419594,23220,0.4986740859887841,23003
OPEN30,Validation,nq_lead_es,30,0.011288402041018242,23220,0.4998913185236708,23003
OPEN30,Validation,es5_lead_nq,0,0.3513329774024157,23220,0.618733850129199,23220
OPEN30,Validation,es5_lead_nq,1,-0.002740302420899189,23220,0.49000861326442724,23220
OPEN30,Validation,es5_lead_nq,5,-0.006531489392312484,23220,0.49560723514211885,23220
OPEN30,Validation,es5_lead_nq,15,-0.0039226046688938445,23220,0.5033161068044789,23220
OPEN30,Validation,es5_lead_nq,30,-0.002734375271660487,23220,0.5029715762273902,23220
OPEN30,Validation,nq5_lead_es,0,0.34247667893200306,23220,0.5893626184323859,23220
OPEN30,Validation,nq5_lead_es,1,-0.0013696898920375305,23220,0.46843238587424635,23220
OPEN30,Validation,nq5_lead_es,5,0.005658213543035128,23220,0.48716623600344533,23220
OPEN30,Validation,nq5_lead_es,15,0.014045716572446586,23220,0.5009043927648579,23220
OPEN30,Validation,nq5_lead_es,30,0.00956183466074001,23220,0.501421188630491,23220
OPEN30,OOS,es_lead_nq,0,0.8692565294082674,12360,0.8569744928024244,11879
OPEN30,OOS,es_lead_nq,1,0.016872840684070287,12360,0.5042511995959256,11879
OPEN30,OOS,es_lead_nq,5,0.0069031653298696465,12360,0.5033251957235457,11879
OPEN30,OOS,es_lead_nq,15,0.02073600969847456,12360,0.5103123158515026,11879
OPEN30,OOS,es_lead_nq,30,0.0115919219514902,12360,0.5114908662345315,11879
OPEN30,OOS,nq_lead_es,0,0.8692565294082674,12360,0.8287202865516119,12284
OPEN30,OOS,nq_lead_es,1,0.019688126458328598,12360,0.487544773689352,12284
OPEN30,OOS,nq_lead_es,5,0.008778563697055063,12360,0.4959296646043634,12284
OPEN30,OOS,nq_lead_es,15,0.019109131342978505,12360,0.5007326603712146,12284
OPEN30,OOS,nq_lead_es,30,0.01126786698713107,12360,0.5043145555193748,12284
OPEN30,OOS,es5_lead_nq,0,0.3901525411238525,12360,0.6330906148867314,12360
OPEN30,OOS,es5_lead_nq,1,0.02014464154706037,12360,0.5076860841423948,12360
OPEN30,OOS,es5_lead_nq,5,0.04115102663206769,12360,0.517799352750809,12360
OPEN30,OOS,es5_lead_nq,15,0.04420865038608109,12360,0.5173948220064725,12360
OPEN30,OOS,es5_lead_nq,30,0.01573762458392185,12360,0.5130258899676375,12360
OPEN30,OOS,nq5_lead_es,0,0.39075902288914943,12360,0.6178802588996763,12360
OPEN30,OOS,nq5_lead_es,1,0.020397454319682224,12360,0.487378640776699,12360
OPEN30,OOS,nq5_lead_es,5,0.029010858537437005,12360,0.5083333333333333,12360
OPEN30,OOS,nq5_lead_es,15,0.03878169368395183,12360,0.5119741100323625,12360
OPEN30,OOS,nq5_lead_es,30,0.019097089901857475,12360,0.5072815533980582,12360
MID,Discovery,es_lead_nq,0,0.826636793405965,428981,0.8401362660149596,337575
MID,Discovery,es_lead_nq,1,-0.01385672643031524,429064,0.44998711580668377,337623
MID,Discovery,es_lead_nq,5,-0.012429323610763519,429064,0.4751838589195641,337623
MID,Discovery,es_lead_nq,15,-0.006803856166937626,429064,0.4864123593475563,337623
MID,Discovery,es_lead_nq,30,-0.002411523566378354,429064,0.4919895860175403,337623
MID,Discovery,nq_lead_es,0,0.826636793405965,428981,0.7244607587693754,391476
MID,Discovery,nq_lead_es,1,-0.021178140896286918,428997,0.38659875448930486,391486
MID,Discovery,nq_lead_es,5,-0.02375486653288492,428997,0.43624037641192787,391486
MID,Discovery,nq_lead_es,15,-0.013298267814035068,428997,0.46356957847790214,391486
MID,Discovery,nq_lead_es,30,-0.00663627320755535,428997,0.4755444639144184,391486
MID,Discovery,es5_lead_nq,0,0.34617537419841526,428912,0.5737432216794114,428019
MID,Discovery,es5_lead_nq,1,-0.022916204489531498,428986,0.44587795032796995,428088
MID,Discovery,es5_lead_nq,5,-0.017862068889734503,428986,0.4724145502793818,428088
MID,Discovery,es5_lead_nq,15,-0.010023063128835465,428986,0.4867410438975164,428088
MID,Discovery,es5_lead_nq,30,-0.00199872566040708,428986,0.49477911083702414,428088
MID,Discovery,nq5_lead_es,0,0.3201609631169595,428734,0.497520352702419,428690
MID,Discovery,nq5_lead_es,1,-0.027903280151485424,428742,0.38277995232074796,428698
MID,Discovery,nq5_lead_es,5,-0.029758137766012095,428742,0.4328524975623866,428698
MID,Discovery,nq5_lead_es,15,-0.016671587531225537,428742,0.4625563916789908,428698
MID,Discovery,nq5_lead_es,30,-0.004699523303635409,428742,0.47801016099911825,428698
MID,Validation,es_lead_nq,0,0.9230512607797833,137790,0.9024069917379054,125634
MID,Validation,es_lead_nq,1,-0.01308141917500085,137790,0.4840648232166452,125634
MID,Validation,es_lead_nq,5,-0.0064415549898759255,137790,0.49261346450801535,125634
MID,Validation,es_lead_nq,15,-0.00041032678585254377,137790,0.4982648009296846,125634
MID,Validation,es_lead_nq,30,0.0008148089732879322,137790,0.499442825986596,125634
MID,Validation,nq_lead_es,0,0.9230512607797833,137790,0.8389299985200532,135140
MID,Validation,nq_lead_es,1,-0.016492537486442974,137790,0.4465961225395886,135140
MID,Validation,nq_lead_es,5,-0.0087572142877288,137790,0.47375314488678405,135140
MID,Validation,nq_lead_es,15,-0.002488872427752482,137790,0.48726505845789553,135140
MID,Validation,nq_lead_es,30,0.0005415751461309107,137790,0.49364362882936214,135140
MID,Validation,es5_lead_nq,0,0.37753440051208864,137790,0.6241144018583042,137760
MID,Validation,es5_lead_nq,1,-0.010891430618135052,137790,0.4874274099883856,137760
MID,Validation,es5_lead_nq,5,-0.00609255930777175,137790,0.4952308362369338,137760
MID,Validation,es5_lead_nq,15,0.004147663474333185,137790,0.5028890824622532,137760
MID,Validation,es5_lead_nq,30,0.006380733941161031,137790,0.5046820557491289,137760
MID,Validation,nq5_lead_es,0,0.3735291766610531,137790,0.586131069018071,137790
MID,Validation,nq5_lead_es,1,-0.011835827345574482,137790,0.45177443936424994,137790
MID,Validation,nq5_lead_es,5,-0.008786480040088404,137790,0.47584730386820523,137790
MID,Validation,nq5_lead_es,15,0.001040518856055405,137790,0.49170476812540825,137790
MID,Validation,nq5_lead_es,30,0.006721166052579654,137790,0.49939763408084764,137790
MID,OOS,es_lead_nq,0,0.9326529135671074,73301,0.9038998442413377,68054
MID,OOS,es_lead_nq,1,-0.01572550518970475,73301,0.48542334028859435,68054
MID,OOS,es_lead_nq,5,-0.0066214833427248486,73301,0.4969142151820613,68054
MID,OOS,es_lead_nq,15,-0.009727889883041243,73301,0.49441619890087285,68054
MID,OOS,es_lead_nq,30,-0.010009707073881885,73301,0.4950186616510418,68054
MID,OOS,nq_lead_es,0,0.9326529135671074,73301,0.8520888741134752,72192
MID,OOS,nq_lead_es,1,-0.012731138439237283,73303,0.4588469955952018,72194
MID,OOS,nq_lead_es,5,-0.0084080009083606,73303,0.481314236640164,72194
MID,OOS,nq_lead_es,15,-0.008570812415773149,73303,0.4873119649832396,72194
MID,OOS,nq_lead_es,30,-0.00584873574163181,73303,0.4917029115993019,72194
MID,OOS,es5_lead_nq,0,0.38302213600217094,73293,0.6257657829747172,73291
MID,OOS,es5_lead_nq,1,-0.007674067620398227,73293,0.49008745957893873,73291
MID,OOS,es5_lead_nq,5,-0.013691920227722504,73293,0.4977282340260059,73291
MID,OOS,es5_lead_nq,15,-0.010434772896337402,73293,0.49671856025978633,73291
MID,OOS,es5_lead_nq,30,-0.011302740008360906,73293,0.4972779741032323,73291
MID,OOS,nq5_lead_es,0,0.38305595138726206,73301,0.5975361864094624,73301
MID,OOS,nq5_lead_es,1,-0.007785354641907529,73303,0.46067691636085834,73303
MID,OOS,nq5_lead_es,5,-0.01353048066744107,73303,0.4812490621120554,73303
MID,OOS,nq5_lead_es,15,-0.009386074988122106,73303,0.4879472872870142,73303
MID,OOS,nq5_lead_es,30,-0.005434148334128031,73303,0.4935814359576006,73303
RTH,Discovery,es_lead_nq,0,0.8347081559154823,926445,0.8460889405714423,749017
RTH,Discovery,es_lead_nq,1,-0.012396885301070488,926578,0.45497640454688054,749085
RTH,Discovery,es_lead_nq,5,-0.010439548311821669,926559,0.47805615222055053,749071
RTH,Discovery,es_lead_nq,15,-0.006408672852777716,926509,0.4879590294595915,749026
RTH,Discovery,es_lead_nq,30,-0.00428239099907281,926404,0.49214773631561803,748956
RTH,Discovery,nq_lead_es,0,0.8347081559154823,926445,0.7417839990916955,854339
RTH,Discovery,nq_lead_es,1,-0.019209599162045298,926472,0.39767755437416163,854358
RTH,Discovery,nq_lead_es,5,-0.019773454401850698,926453,0.4441674274878854,854340
RTH,Discovery,nq_lead_es,15,-0.010699015053795473,926403,0.46846058040772753,854296
RTH,Discovery,nq_lead_es,30,-0.006471428121971713,926298,0.4787978047398514,854204
RTH,Discovery,es5_lead_nq,0,0.35000992937889985,926310,0.5803788845396942,924820
RTH,Discovery,es5_lead_nq,1,-0.01841268717575452,926432,0.45199932968262635,924935
RTH,Discovery,es5_lead_nq,5,-0.014687285999654397,926413,0.4760118756730341,924916
RTH,Discovery,es5_lead_nq,15,-0.0090759764400356,926363,0.4884740059641072,924866
RTH,Discovery,es5_lead_nq,30,-0.006797390804349632,926258,0.49399574592786677,924761
RTH,Discovery,nq5_lead_es,0,0.3272128858843392,926012,0.5119893471224595,925947
RTH,Discovery,nq5_lead_es,1,-0.02396272217210252,926027,0.3940982459323385,925962
RTH,Discovery,nq5_lead_es,5,-0.022555131103406238,926008,0.442274524457769,925943
RTH,Discovery,nq5_lead_es,15,-0.011815879716966626,925958,0.4677408728654391,925893
RTH,Discovery,nq5_lead_es,30,-0.006548658782831054,925853,0.4796119629980082,925788
RTH,Validation,es_lead_nq,0,0.9127796007075065,297090,0.8986017948202438,273565
RTH,Validation,es_lead_nq,1,-0.0056733469480407285,297090,0.48626834573136185,273565
RTH,Validation,es_lead_nq,5,-0.00420601886953643,297090,0.49267632920878035,273565
RTH,Validation,es_lead_nq,15,0.0024718828267985926,297090,0.498415367462943,273565
RTH,Validation,es_lead_nq,30,0.002361822646357207,297090,0.4996618719499936,273565
RTH,Validation,nq_lead_es,0,0.9127796007075063,297090,0.8423112110112491,291847
RTH,Validation,nq_lead_es,1,-0.008051989809414612,297090,0.4534978944446919,291847
RTH,Validation,nq_lead_es,5,-0.006330703356163211,297090,0.47648254050923944,291847
RTH,Validation,nq_lead_es,15,0.0011176951492500328,297090,0.4897497661445895,291847
RTH,Validation,nq_lead_es,30,0.0022203131787773846,297090,0.4940670968007209,291847
RTH,Validation,es5_lead_nq,0,0.37625799170124075,297090,0.625539034333247,297059
RTH,Validation,es5_lead_nq,1,-0.00793852091126157,297090,0.4881286209136905,297059
RTH,Validation,es5_lead_nq,5,-0.006273702452130395,297090,0.4937066374019976,297059
RTH,Validation,es5_lead_nq,15,0.004270322256788494,297090,0.5015333654257235,297059
RTH,Validation,es5_lead_nq,30,0.007657537787132009,297090,0.5039268293503985,297059
RTH,Validation,nq5_lead_es,0,0.37206255659093396,297090,0.5917466087717527,297090
RTH,Validation,nq5_lead_es,1,-0.007512011381372608,297090,0.4568581911205359,297090
RTH,Validation,nq5_lead_es,5,-0.006309487295201118,297090,0.47833989700090884,297090
RTH,Validation,nq5_lead_es,15,0.0034411564037185255,297090,0.49205627924198053,297090
RTH,Validation,nq5_lead_es,30,0.008112795556599111,297090,0.4977885489245683,297090
RTH,OOS,es_lead_nq,0,0.91924484412544,158021,0.8970561283709944,147323
RTH,OOS,es_lead_nq,1,-0.00637985300994896,158021,0.4893261744601997,147323
RTH,OOS,es_lead_nq,5,-0.003008233954383626,158021,0.4959850125235028,147323
RTH,OOS,es_lead_nq,15,-0.0010476495309726553,158021,0.4966909443875023,147323
RTH,OOS,es_lead_nq,30,-0.0032059282491800492,158021,0.49717287864080967,147323
RTH,OOS,nq_lead_es,0,0.91924484412544,158021,0.8481279921962239,155822
RTH,OOS,nq_lead_es,1,-0.005955812702553046,158023,0.46324057911489885,155824
RTH,OOS,nq_lead_es,5,-0.006453679122956715,158023,0.48282036143341206,155824
RTH,OOS,nq_lead_es,15,-0.0033050028510117307,158023,0.4892186056063251,155824
RTH,OOS,nq_lead_es,30,-0.004596363537673664,158023,0.49192037170140673,155824
RTH,OOS,es5_lead_nq,0,0.3824671534458162,158013,0.6263970634769951,158010
RTH,OOS,es5_lead_nq,1,-0.0013162034486370034,158013,0.4931903044111132,158010
RTH,OOS,es5_lead_nq,5,-0.001108974995605447,158013,0.49819631668881714,158010
RTH,OOS,es5_lead_nq,15,0.00470516989079385,158013,0.49895576229352573,158010
RTH,OOS,es5_lead_nq,30,0.0007542891619829164,158013,0.5013670020884754,158010
RTH,OOS,nq5_lead_es,0,0.38065296832676565,158021,0.5990786034767531,158021
RTH,OOS,nq5_lead_es,1,-0.0017785935571406235,158023,0.46442606456022223,158023
RTH,OOS,nq5_lead_es,5,-0.005754319660231072,158023,0.4833030634781013,158023
RTH,OOS,nq5_lead_es,15,2.939039430423119e-06,158023,0.48946672319852175,158023
RTH,OOS,nq5_lead_es,30,-0.001821656503036249,158023,0.4938774735323339,158023
