signal,window,follower,target,H,split,n,win,E_net,median_net,target_hit,stop_hit,time_exit
nq_lead_es,OPEN5,es,8.0,15,Discovery,11615,0.43581575548859236,-0.5064786913473956,-0.5,0.08575118381403357,0.09246663796814464,0.8217821782178217
nq_lead_es,OPEN5,es,10.0,15,Discovery,11615,0.4352130865260439,-0.49634093844167027,-0.5,0.05458458889367197,0.057770124838570816,0.8876452862677572
nq_lead_es,OPEN5,es,12.0,15,Discovery,11615,0.43478260869565216,-0.5001721911321567,-0.5,0.035557468790357295,0.038484718037021096,0.9259578131726216
nq_lead_es,OPEN5,es,8.0,30,Discovery,11610,0.45469422911283375,-0.4704349698535745,-0.5,0.14823428079242032,0.15434969853574504,0.6974160206718346
nq_lead_es,OPEN5,es,10.0,30,Discovery,11610,0.4558139534883721,-0.45314384151593456,-0.25,0.10163652024117141,0.10654608096468561,0.791817398794143
nq_lead_es,OPEN5,es,12.0,30,Discovery,11610,0.45564168819982775,-0.45529715762273903,-0.25,0.07217915590008614,0.07553832902670111,0.8522825150732127
nq_lead_es,OPEN15,es,8.0,15,Discovery,34743,0.4208329735486285,-0.5043749820107648,-0.5,0.08116742941024091,0.08131134329217396,0.8375212272975852
nq_lead_es,OPEN15,es,10.0,15,Discovery,34743,0.4202285352445097,-0.4947327519212503,-0.5,0.052211956365311,0.05129090752093947,0.8964971361137495
nq_lead_es,OPEN15,es,12.0,15,Discovery,34743,0.4192787036237515,-0.5039432403649656,-0.5,0.03514376996805112,0.03465446276947874,0.9302017672624702
nq_lead_es,OPEN15,es,8.0,30,Discovery,34716,0.446998502131582,-0.4770278833967047,-0.5,0.14244152552137343,0.14261435649268348,0.714944117985943
nq_lead_es,OPEN15,es,10.0,30,Discovery,34716,0.44673925567461686,-0.46191957598801703,-0.5,0.09701578522871299,0.0967853439336329,0.8061988708376541
nq_lead_es,OPEN15,es,12.0,30,Discovery,34716,0.44550063371356147,-0.4712308445673465,-0.5,0.06959327111418366,0.06927641433344855,0.8611303145523678
nq_lead_es,OPEN30,es,8.0,15,Discovery,69135,0.41737180877992336,-0.49501337961958486,-0.5,0.07873002097345773,0.07758732913864179,0.8436826498879005
nq_lead_es,OPEN30,es,10.0,15,Discovery,69135,0.41653287047081794,-0.4864431908584653,-0.5,0.050408620814348735,0.048065379330295796,0.9015259998553554
nq_lead_es,OPEN30,es,12.0,15,Discovery,69135,0.4160266145946337,-0.4876437405077023,-0.5,0.03396253706516236,0.032356982714977944,0.9336804802198597
nq_lead_es,OPEN30,es,8.0,30,Discovery,69069,0.4406463102115276,-0.482379938901678,-0.5,0.1362405710231797,0.1345610910828302,0.72919833789399
nq_lead_es,OPEN30,es,10.0,30,Discovery,69069,0.43941565680696115,-0.46911421911421913,-0.5,0.09305187566057131,0.09074982988026466,0.816198294459164
nq_lead_es,OPEN30,es,12.0,30,Discovery,69069,0.438706221314917,-0.4646368124628994,-0.5,0.06649871867263171,0.06416771634162939,0.8693335649857389
nq_lead_es,MID,es,8.0,15,Discovery,390061,0.34945047056742407,-0.5227464422231395,-0.5,0.034786866669572196,0.03543035576486755,0.9297827775655603
nq_lead_es,MID,es,10.0,15,Discovery,390061,0.3491351352737136,-0.5228066892101492,-0.5,0.02079418347386691,0.021024916615606275,0.9581808999105268
nq_lead_es,MID,es,12.0,15,Discovery,390061,0.3491402626768634,-0.5223009990745038,-0.5,0.013100515047646394,0.013408159236632218,0.9734913257157214
nq_lead_es,MID,es,8.0,30,Discovery,388940,0.3928703656090914,-0.5145800123412352,-0.5,0.06967141461407929,0.06987967295726848,0.8604489124286522
nq_lead_es,MID,es,10.0,30,Discovery,388940,0.39221730858230064,-0.5129962204967348,-0.5,0.04477811487633054,0.04485010541471692,0.9103717797089526
nq_lead_es,MID,es,12.0,30,Discovery,388940,0.3918804957062786,-0.5133349616907492,-0.5,0.030320872113950736,0.030408289196277062,0.9392708386897722
es5_lead_nq,OPEN5,nq,20.0,15,Discovery,12018,0.46846397071060075,-0.8612081877184223,-0.75,0.17623564653020468,0.1781494425029123,0.6456149109668831
es5_lead_nq,OPEN5,nq,25.0,15,Discovery,12018,0.46788151106673326,-0.9076385421867199,-0.75,0.13671159926776502,0.14236977866533532,0.7209186220668996
es5_lead_nq,OPEN5,nq,30.0,15,Discovery,12018,0.46588450657347313,-0.9967340655683142,-0.75,0.10625728074554834,0.1126643368280912,0.7810783824263604
es5_lead_nq,OPEN5,nq,20.0,30,Discovery,12010,0.48776019983347213,-0.6840757701915071,-0.5,0.23855120732722732,0.23272273105745211,0.5287260616153205
es5_lead_nq,OPEN5,nq,25.0,30,Discovery,12010,0.486511240632806,-0.7138009991673605,-0.5,0.19075770191507077,0.19084096586178184,0.6184013322231474
es5_lead_nq,OPEN5,nq,30.0,30,Discovery,12010,0.48542880932556204,-0.7409242298084929,-0.5,0.15553705245628643,0.15911740216486261,0.685345545378851
es5_lead_nq,OPEN15,nq,20.0,15,Discovery,36101,0.46101216032796877,-0.9496066590953159,-0.75,0.16176837206725575,0.16387357690922688,0.6743580510235173
es5_lead_nq,OPEN15,nq,25.0,15,Discovery,36101,0.4610398603916789,-0.9349256253289383,-0.75,0.1230990831278912,0.1257859893077754,0.7511149275643334
es5_lead_nq,OPEN15,nq,30.0,15,Discovery,36101,0.45982105758843245,-0.9850765906761586,-0.75,0.09642392177502009,0.09922162820974488,0.8043544500152351
es5_lead_nq,OPEN15,nq,20.0,30,Discovery,36061,0.47658134827098525,-0.8596752724550067,-0.75,0.22445301017719974,0.22165220043814648,0.5538947893846538
es5_lead_nq,OPEN15,nq,25.0,30,Discovery,36061,0.4758603477441003,-0.8008582679348881,-0.75,0.17919636172041817,0.17586866698094894,0.6449349712986329
es5_lead_nq,OPEN15,nq,30.0,30,Discovery,36061,0.47480657774326834,-0.8200618396605751,-0.75,0.14630764537866392,0.14514295221984969,0.7085494024014863
es5_lead_nq,OPEN30,nq,20.0,15,Discovery,72213,0.45624749006411586,-0.9849092268705081,-1.0,0.1530472352623489,0.1545982025397089,0.6923545621979422
es5_lead_nq,OPEN30,nq,25.0,15,Discovery,72213,0.4560951629208037,-0.9694514838048551,-1.0,0.1158378685278274,0.11657180840014955,0.767590323072023
es5_lead_nq,OPEN30,nq,30.0,15,Discovery,72213,0.45498732915126083,-0.9989925636658219,-1.0,0.0901222771523133,0.09084236910251617,0.8190353537451706
es5_lead_nq,OPEN30,nq,20.0,30,Discovery,72125,0.4700727902946274,-0.9462357019064125,-1.0,0.2117573656845754,0.2108145580589255,0.5774280762564992
es5_lead_nq,OPEN30,nq,25.0,30,Discovery,72125,0.46947660311958406,-0.9101663778162912,-1.0,0.16707105719237436,0.16596187175043328,0.6669670710571923
es5_lead_nq,OPEN30,nq,30.0,30,Discovery,72125,0.4686031195840555,-0.922103986135182,-1.0,0.13563951473136915,0.1355147313691508,0.72884575389948
es5_lead_nq,MID,nq,20.0,15,Discovery,426331,0.4012046977583145,-1.0352912408433823,-1.0,0.07124042117509634,0.07267357991795108,0.8560859989069526
es5_lead_nq,MID,nq,25.0,15,Discovery,426331,0.40063471809462603,-1.04355829156219,-1.0,0.0485796247516601,0.049965871588038405,0.9014545036603016
es5_lead_nq,MID,nq,30.0,15,Discovery,426331,0.4004799088032538,-1.0482905301279992,-1.0,0.03391965397777783,0.03496109830155442,0.9311192477206678
es5_lead_nq,MID,nq,20.0,30,Discovery,424968,0.43549631972289676,-0.9872302149808927,-1.0,0.11590519756781686,0.11686997609231754,0.7672248263398656
es5_lead_nq,MID,nq,25.0,30,Discovery,424968,0.43504922723593303,-0.9839252602548898,-1.0,0.0854558460872348,0.086578283541349,0.8279658703714162
es5_lead_nq,MID,nq,30.0,30,Discovery,424968,0.43491039325313907,-0.9848223866267578,-1.0,0.06427072156021159,0.065463752564899,0.8702655258748894
nq5_lead_es,OPEN5,es,8.0,15,Discovery,12013,0.4395238491634063,-0.5031424290352119,-0.5,0.08232747856488803,0.0905685507367019,0.82710397069841
nq5_lead_es,OPEN5,es,10.0,15,Discovery,12013,0.44085573961541663,-0.48360109880962293,-0.25,0.05077832348289353,0.057770748355947726,0.8914509281611588
nq5_lead_es,OPEN5,es,12.0,15,Discovery,12013,0.4400233080829102,-0.4977316240739199,-0.25,0.03163239823524515,0.03937401148755515,0.9289935902771997
nq5_lead_es,OPEN5,es,8.0,30,Discovery,12006,0.46043644844244547,-0.44217474596035317,-0.25,0.14476095285690488,0.15134099616858238,0.7038980509745127
nq5_lead_es,OPEN5,es,10.0,30,Discovery,12006,0.4616858237547893,-0.4168748958853906,-0.25,0.09978344161252707,0.1032816924870898,0.7969348659003831
nq5_lead_es,OPEN5,es,12.0,30,Discovery,12006,0.4617691154422789,-0.411648342495419,-0.25,0.0704647676161919,0.07288022655338997,0.8566550058304181
nq5_lead_es,OPEN15,es,8.0,15,Discovery,36087,0.4190982902430238,-0.5478288580375205,-0.5,0.07601075179427495,0.08202399756144872,0.8419652506442763
nq5_lead_es,OPEN15,es,10.0,15,Discovery,36087,0.4185440740432843,-0.5531839720675036,-0.5,0.047634882367611604,0.052816803835176104,0.8995483137972123
nq5_lead_es,OPEN15,es,12.0,15,Discovery,36087,0.4178235929836229,-0.5686466040402361,-0.5,0.030481890985673513,0.036993931332612855,0.9325241776817136
nq5_lead_es,OPEN15,es,8.0,30,Discovery,36055,0.4480654555540147,-0.49477187630009706,-0.5,0.13609762862293717,0.14278186104562474,0.7211205103314381
nq5_lead_es,OPEN15,es,10.0,30,Discovery,36055,0.4475662182776314,-0.4902094023020386,-0.5,0.09210927749271945,0.09701844404382194,0.8108722784634586
nq5_lead_es,OPEN15,es,12.0,30,Discovery,36055,0.4467341561503259,-0.5004992372763833,-0.5,0.06492858133407295,0.07014283733185411,0.8649285813340729
nq5_lead_es,OPEN30,es,8.0,15,Discovery,72201,0.41847065830113156,-0.4907168875777344,-0.5,0.0762039306934807,0.07537291727261396,0.8484231520339054
nq5_lead_es,OPEN30,es,10.0,15,Discovery,72201,0.41777814711707595,-0.49042257032451075,-0.5,0.04771402058143239,0.047575518344621266,0.9047104610739464
nq5_lead_es,OPEN30,es,12.0,15,Discovery,72201,0.41733493995928034,-0.4923962271990693,-0.5,0.031675461558704175,0.03222947050594867,0.9360950679353471
nq5_lead_es,OPEN30,es,8.0,30,Discovery,72123,0.4439499188885654,-0.46836307419269857,-0.5,0.13217697544472637,0.13183034538219432,0.7359926791730793
nq5_lead_es,OPEN30,es,10.0,30,Discovery,72123,0.4423970162084217,-0.45601264506468114,-0.5,0.09051204192837237,0.0882658791231646,0.821222078948463
nq5_lead_es,OPEN30,es,12.0,30,Discovery,72123,0.4416344300708512,-0.4524596869237275,-0.5,0.06394631393591503,0.06257365888828806,0.8734800271757969
nq5_lead_es,MID,es,8.0,15,Discovery,427083,0.3448580252550441,-0.5253334831871088,-0.5,0.03206870795606474,0.03338695288737786,0.9345443391565574
nq5_lead_es,MID,es,10.0,15,Discovery,427083,0.34459812261316886,-0.527575436156438,-0.5,0.018977575787376223,0.01985562525317093,0.9611667989594529
nq5_lead_es,MID,es,12.0,15,Discovery,427083,0.3445887567522004,-0.5271680212043093,-0.5,0.012093667975545737,0.012491717066706003,0.9754146149577483
nq5_lead_es,MID,es,8.0,30,Discovery,425745,0.3926035537704494,-0.5065420615626725,-0.5,0.0652526747231324,0.06561674241623507,0.8691305828606325
nq5_lead_es,MID,es,10.0,30,Discovery,425745,0.3920844637047998,-0.5070687853057582,-0.5,0.04159062349528474,0.04206508590823145,0.9163442905964838
nq5_lead_es,MID,es,12.0,30,Discovery,425745,0.39186367426511176,-0.5064187483117829,-0.5,0.028195281212932626,0.02835265240930604,0.9434520663777614
es_lead_nq,OPEN5,nq,20.0,15,Validation,3692,0.4959371614301192,-1.1123374864572049,-3.0,0.4788732394366197,0.4859154929577465,0.035211267605633804
es_lead_nq,OPEN5,nq,25.0,15,Validation,3692,0.4916034669555796,-1.363962621885157,-3.0,0.45124593716143013,0.466955579631636,0.0817984832069339
es_lead_nq,OPEN5,nq,30.0,15,Validation,3692,0.4910617551462622,-1.450433369447454,-2.25,0.4160346695557963,0.43607800650054174,0.14788732394366197
es_lead_nq,OPEN5,nq,20.0,30,Validation,3692,0.49539544962080173,-1.146803900325027,-5.25,0.4888949079089924,0.4964788732394366,0.014626218851570965
es_lead_nq,OPEN5,nq,25.0,30,Validation,3692,0.4899783315276273,-1.4865926327193932,-9.25,0.4742686890574215,0.4959371614301192,0.029794149512459372
es_lead_nq,OPEN5,nq,30.0,30,Validation,3692,0.4910617551462622,-1.4576787648970748,-4.75,0.4634344528710726,0.4810400866738895,0.05552546045503792
es_lead_nq,OPEN15,nq,20.0,15,Validation,10989,0.49294749294749296,-1.1340658840658842,-2.5,0.4723814723814724,0.47902447902447903,0.048594048594048596
es_lead_nq,OPEN15,nq,25.0,15,Validation,10989,0.4924014924014924,-1.2185139685139685,-1.75,0.442988442988443,0.45281645281645283,0.1041951041951042
es_lead_nq,OPEN15,nq,30.0,15,Validation,10989,0.4924014924014924,-1.232072982072982,-1.25,0.4053144053144053,0.4165984165984166,0.17808717808717808
es_lead_nq,OPEN15,nq,20.0,30,Validation,10989,0.49531349531349533,-1.1593866593866593,-5.75,0.4861224861224861,0.4942214942214942,0.019656019656019656
es_lead_nq,OPEN15,nq,25.0,30,Validation,10989,0.49303849303849306,-1.281804531804532,-4.75,0.4761124761124761,0.4875784875784876,0.036309036309036306
es_lead_nq,OPEN15,nq,30.0,30,Validation,10989,0.49576849576849574,-1.103148603148603,-2.0,0.4661934661934662,0.47028847028847026,0.06351806351806352
es_lead_nq,OPEN30,nq,20.0,15,Validation,21884,0.49136355328093584,-1.1949712118442697,-3.0,0.4671449460793274,0.47683238895997077,0.056022664960701886
es_lead_nq,OPEN30,nq,25.0,15,Validation,21884,0.48999268872235424,-1.3020128861268507,-2.25,0.4378541400109669,0.4512886126850667,0.11085724730396637
es_lead_nq,OPEN30,nq,30.0,15,Validation,21884,0.48871321513434474,-1.3601946627673185,-2.0,0.39892158654724913,0.41340705538292816,0.1876713580698227
es_lead_nq,OPEN30,nq,20.0,30,Validation,21884,0.4950648875891062,-1.1893620910254068,-6.0,0.4841436666057394,0.49415097788338513,0.021705355510875525
es_lead_nq,OPEN30,nq,25.0,30,Validation,21884,0.4933741546335222,-1.2930222993968197,-4.25,0.473633704989947,0.4858800950466094,0.04048619996344361
es_lead_nq,OPEN30,nq,30.0,30,Validation,21884,0.4939681959422409,-1.2605785048437215,-2.625,0.4597879729482727,0.46961250228477425,0.07059952476695303
es_lead_nq,MID,nq,20.0,15,Validation,125354,0.48597571677010704,-1.018834660242194,-1.0,0.3421590056958693,0.3450867144247491,0.3127542798793816
es_lead_nq,MID,nq,25.0,15,Validation,125354,0.48220240279528376,-1.0394682259840133,-1.0,0.2652328605389537,0.2671633932702586,0.4676037461907877
es_lead_nq,MID,nq,30.0,15,Validation,125354,0.48094994974232974,-1.005753705506007,-1.0,0.2023868404677952,0.20201190229270705,0.5956012572394978
es_lead_nq,MID,nq,20.0,30,Validation,125060,0.49453862146169836,-1.0105029585798817,-1.0,0.43896529665760436,0.43982888213657445,0.12120582120582121
es_lead_nq,MID,nq,25.0,30,Validation,125060,0.49154805693267234,-1.0279006077083,-1.0,0.38351191428114506,0.385662881816728,0.230825203902127
es_lead_nq,MID,nq,30.0,30,Validation,125060,0.4907964177194946,-0.9668419158803774,-0.75,0.32651527266911884,0.3266991843914921,0.34678554293938907
nq_lead_es,OPEN5,es,8.0,15,Validation,3841,0.48294714917990106,-0.3434652434261911,-0.25,0.31372038531632385,0.29471491799010674,0.39156469669356936
nq_lead_es,OPEN5,es,10.0,15,Validation,3841,0.4811247071075241,-0.26327779224160375,-0.25,0.24082270242124446,0.22572246810726374,0.5334548294714918
nq_lead_es,OPEN5,es,12.0,15,Validation,3841,0.4722728456131216,-0.4112861234053632,-0.25,0.17573548555063787,0.17625618328560272,0.6480083311637594
nq_lead_es,OPEN5,es,8.0,30,Validation,3841,0.492059359541786,-0.30265555844832076,-0.25,0.40822702421244467,0.3837542306690966,0.20801874511845875
nq_lead_es,OPEN5,es,10.0,30,Validation,3841,0.48893517313199686,-0.22526685758916948,-0.25,0.352252017703723,0.32647747982296277,0.32127050247331423
nq_lead_es,OPEN5,es,12.0,30,Validation,3841,0.47800052069773497,-0.3640978911741734,-0.5,0.2866441030981515,0.27727154386878416,0.4360843530330643
nq_lead_es,OPEN15,es,8.0,15,Validation,11505,0.4745762711864407,-0.43055193394176444,-0.5,0.29986962190352023,0.29013472403302915,0.4099956540634507
nq_lead_es,OPEN15,es,10.0,15,Validation,11505,0.4745762711864407,-0.3463711429813125,-0.25,0.22885701868752717,0.2182529335071708,0.552890047805302
nq_lead_es,OPEN15,es,12.0,15,Validation,11505,0.4711864406779661,-0.37381573229030857,-0.5,0.1698392003476749,0.1650586701434159,0.6651021295089091
nq_lead_es,OPEN15,es,8.0,30,Validation,11505,0.4884832681442851,-0.44272055627987833,-0.25,0.4009561060408518,0.3939156888309431,0.20512820512820512
nq_lead_es,OPEN15,es,10.0,30,Validation,11505,0.4882225119513255,-0.3431986093003042,-0.25,0.34689265536723163,0.33081269013472403,0.32229465449804434
nq_lead_es,OPEN15,es,12.0,30,Validation,11505,0.4823120382442416,-0.3722729248152977,-0.5,0.2869187309865276,0.2770099956540634,0.43607127335940893
nq_lead_es,OPEN30,es,8.0,15,Validation,23003,0.4726340042603139,-0.48096987349476156,-0.5,0.3021779767856367,0.30122157979393993,0.39660044342042344
nq_lead_es,OPEN30,es,10.0,15,Validation,23003,0.47150371690649046,-0.41242446637395125,-0.5,0.2318827978959266,0.2267095596226579,0.5414076424814155
nq_lead_es,OPEN30,es,12.0,15,Validation,23003,0.4691561970177803,-0.4281072034082511,-0.5,0.17254271182019737,0.1711950615137156,0.656262226666087
nq_lead_es,OPEN30,es,8.0,30,Validation,23003,0.4888492805286267,-0.4649719601791071,-0.25,0.39612224492457504,0.3936008346737382,0.21027692040168675
nq_lead_es,OPEN30,es,10.0,30,Validation,23003,0.48850149980437335,-0.3869930009129244,-0.25,0.3407381645872278,0.3315219753945138,0.3277398600182585
nq_lead_es,OPEN30,es,12.0,30,Validation,23003,0.48445854888492806,-0.3854931965395818,-0.25,0.2852671390688171,0.27631178541929313,0.43842107551188975
nq_lead_es,MID,es,8.0,15,Validation,134782,0.44465878232998474,-0.5143027258832782,-0.5,0.15129616714398064,0.15087326200828002,0.6978305708477394
nq_lead_es,MID,es,10.0,15,Validation,134782,0.4423216750011129,-0.5165508005520025,-0.5,0.09528720452285913,0.09427074831950855,0.8104420471576324
nq_lead_es,MID,es,12.0,15,Validation,134782,0.4416316718849698,-0.5145123236040421,-0.5,0.061076404861183244,0.059622204745440784,0.879301390393376
nq_lead_es,MID,es,8.0,30,Validation,134402,0.4682147587089478,-0.5105020758619664,-0.5,0.2592669751938215,0.26226544247853456,0.4784675823276439
nq_lead_es,MID,es,10.0,30,Validation,134402,0.4649781997291707,-0.5056230562045207,-0.5,0.1866564485647535,0.18731120072617968,0.6260323507090668
nq_lead_es,MID,es,12.0,30,Validation,134402,0.463080906534129,-0.501943795479234,-0.5,0.13390425737712236,0.13385961518429784,0.7322361274385798
es5_lead_nq,OPEN5,nq,20.0,15,Validation,3870,0.5100775193798449,-0.482687338501292,5.875,0.49328165374677,0.4669250645994832,0.03979328165374677
es5_lead_nq,OPEN5,nq,25.0,15,Validation,3870,0.50671834625323,-0.47170542635658913,2.25,0.4664082687338501,0.44651162790697674,0.08708010335917313
es5_lead_nq,OPEN5,nq,30.0,15,Validation,3870,0.5041343669250646,-0.6580103359173126,1.25,0.4260981912144703,0.42093023255813955,0.1529715762273902
es5_lead_nq,OPEN5,nq,20.0,30,Validation,3870,0.5093023255813953,-0.5930878552971576,19.0,0.500516795865633,0.4808785529715762,0.018604651162790697
es5_lead_nq,OPEN5,nq,25.0,30,Validation,3870,0.507235142118863,-0.6027131782945736,5.25,0.48992248062015503,0.475968992248062,0.034108527131782945
es5_lead_nq,OPEN5,nq,30.0,30,Validation,3870,0.5051679586563308,-0.5987726098191214,3.0,0.4757105943152455,0.4635658914728682,0.060723514211886306
es5_lead_nq,OPEN15,nq,20.0,15,Validation,11610,0.49655469422911286,-0.9594961240310077,-1.125,0.47527993109388456,0.4723514211886305,0.05236864771748493
es5_lead_nq,OPEN15,nq,25.0,15,Validation,11610,0.49483204134366926,-0.9982127476313523,-1.0,0.4453057708871662,0.44565030146425494,0.10904392764857881
es5_lead_nq,OPEN15,nq,30.0,15,Validation,11610,0.49560723514211885,-0.9593669250645995,-0.75,0.4062876830318691,0.40938845822566755,0.1843238587424634
es5_lead_nq,OPEN15,nq,20.0,30,Validation,11610,0.49939707149009477,-1.0031007751937984,-0.375,0.48819982773471143,0.4888888888888889,0.022911283376399656
es5_lead_nq,OPEN15,nq,25.0,30,Validation,11610,0.4974160206718346,-1.0979543496985358,-1.25,0.4773471145564169,0.4825150732127476,0.040137812230835485
es5_lead_nq,OPEN15,nq,30.0,30,Validation,11610,0.5,-0.9672265288544358,0.125,0.46554694229112836,0.46597760551248923,0.06847545219638243
es5_lead_nq,OPEN30,nq,20.0,15,Validation,23220,0.4930663221360896,-1.0993755383290267,-2.0,0.46748492678725234,0.47166236003445305,0.060852713178294576
es5_lead_nq,OPEN30,nq,25.0,15,Validation,23220,0.4913006029285099,-1.1705211024978466,-1.75,0.43781223083548665,0.44526270456503014,0.11692506459948321
es5_lead_nq,OPEN30,nq,30.0,15,Validation,23220,0.49229112833763994,-1.1290267011197244,-1.25,0.3989233419465978,0.40684754521963823,0.19422911283376398
es5_lead_nq,OPEN30,nq,20.0,30,Validation,23220,0.49681309216192937,-1.117829457364341,-3.0,0.48406546080964685,0.49035314384151596,0.02558139534883721
es5_lead_nq,OPEN30,nq,25.0,30,Validation,23220,0.49633936261843237,-1.1479974160206718,-2.0,0.4740740740740741,0.48083548664944015,0.04509043927648579
es5_lead_nq,OPEN30,nq,30.0,30,Validation,23220,0.499526270456503,-0.96729112833764,0.0,0.46175710594315245,0.4621877691645134,0.0760551248923342
es5_lead_nq,MID,nq,20.0,15,Validation,137382,0.49026801182105373,-0.8898982399440974,-0.5,0.3391346755761308,0.3380646664046236,0.3228006580192456
es5_lead_nq,MID,nq,25.0,15,Validation,137382,0.4865557351035798,-0.9136094976052176,-0.75,0.26087114760303387,0.2615844870507053,0.47754436534626077
es5_lead_nq,MID,nq,30.0,15,Validation,137382,0.48459041213550536,-0.9110127236464748,-0.75,0.19787162801531497,0.19752951623939088,0.6045988557452942
es5_lead_nq,MID,nq,20.0,30,Validation,136987,0.4980034601823531,-0.8856898829815968,-0.25,0.4379977662113923,0.4341433858687321,0.12785884791987562
es5_lead_nq,MID,nq,25.0,30,Validation,136987,0.4956090723937308,-0.8658120843583698,-0.5,0.3816931533649178,0.37893376743778606,0.23937307919729608
es5_lead_nq,MID,nq,30.0,30,Validation,136987,0.49455787775482346,-0.8127669048887851,-0.5,0.3233956506821815,0.3205340652762671,0.3560702840415514
nq5_lead_es,OPEN5,es,8.0,15,Validation,3870,0.4881136950904393,-0.4151808785529716,0.0,0.303359173126615,0.30439276485788114,0.3922480620155039
nq5_lead_es,OPEN5,es,10.0,15,Validation,3870,0.48242894056847546,-0.40891472868217055,-0.25,0.23074935400516797,0.234625322997416,0.534625322997416
nq5_lead_es,OPEN5,es,12.0,15,Validation,3870,0.4808785529715762,-0.4181524547803618,-0.25,0.17286821705426356,0.17829457364341086,0.6488372093023256
nq5_lead_es,OPEN5,es,8.0,30,Validation,3870,0.49483204134366926,-0.3651808785529716,0.0,0.40258397932816536,0.3888888888888889,0.20852713178294574
nq5_lead_es,OPEN5,es,10.0,30,Validation,3870,0.4945736434108527,-0.25122739018087853,0.0,0.3516795865633075,0.32661498708010334,0.32170542635658916
