condition,regime,T_offset,horizon,frac,split,n,n_unc,rate,p_resolve,unc_p_resolve,delta,mean_t_resolve_if_hit,mean_max_exc_onr
price_near_ONL,OTHER,10,15,0.25,Validation,155,774,0.20025839793281655,0.7806451612903226,0.7558139534883721,0.024831207801950472,5.380165289256198,0.449110072850867
price_near_ONL,OTHER,10,20,0.25,Validation,155,774,0.20025839793281655,0.8580645161290322,0.8397932816537468,0.018271234475285447,6.533834586466165,0.5040468523376224
price_near_ONL,OTHER,10,30,0.25,Validation,155,774,0.20025839793281655,0.9225806451612903,0.9082687338501292,0.014311911311161163,7.769230769230769,0.6303886139150505
price_near_ONL,OTHER,10,45,0.25,Validation,155,774,0.20025839793281655,0.9548387096774194,0.9483204134366925,0.006518296240726862,8.66891891891892,0.7566296760514889
price_near_ONL,OTHER,10,10,0.35,Validation,155,774,0.20025839793281655,0.49032258064516127,0.43281653746770027,0.057506043177461,5.592105263157895,0.3773321384996663
price_near_ONL,OTHER,10,15,0.35,Validation,155,774,0.20025839793281655,0.6193548387096774,0.5503875968992248,0.06896724181045266,7.072916666666667,0.449110072850867
price_near_ONL,OTHER,10,20,0.35,Validation,155,774,0.20025839793281655,0.6967741935483871,0.6705426356589147,0.0262315578894724,8.314814814814815,0.5040468523376224
price_near_ONL,OTHER,10,30,0.35,Validation,155,774,0.20025839793281655,0.8064516129032258,0.7751937984496124,0.03125781445361331,10.496,0.6303886139150505
price_near_ONL,OTHER,10,45,0.35,Validation,155,774,0.20025839793281655,0.896774193548387,0.8630490956072352,0.03372509794115186,12.956834532374101,0.7566296760514889
price_near_ONL,OTHER,10,10,0.15,OOS,73,412,0.17718446601941748,0.958904109589041,0.9150485436893204,0.04385556589972062,2.5285714285714285,0.47783742721723726
price_near_ONL,OTHER,10,15,0.15,OOS,73,412,0.17718446601941748,0.9863013698630136,0.9611650485436893,0.025136321319324306,2.7916666666666665,0.5722624421661471
price_near_ONL,OTHER,10,20,0.15,OOS,73,412,0.17718446601941748,1.0,0.9757281553398058,0.024271844660194164,2.9726027397260273,0.6944629775377497
price_near_ONL,OTHER,10,30,0.15,OOS,73,412,0.17718446601941748,1.0,0.9781553398058253,0.021844660194174748,2.9726027397260273,0.8042791900146499
price_near_ONL,OTHER,10,45,0.15,OOS,73,412,0.17718446601941748,1.0,0.9854368932038835,0.014563106796116498,2.9726027397260273,0.9213489612927568
price_near_ONL,OTHER,10,10,0.25,OOS,73,412,0.17718446601941748,0.8082191780821918,0.6941747572815534,0.11404442080063837,4.576271186440678,0.47783742721723726
price_near_ONL,OTHER,10,15,0.25,OOS,73,412,0.17718446601941748,0.8904109589041096,0.8058252427184466,0.08458571618566302,5.338461538461538,0.5722624421661471
price_near_ONL,OTHER,10,20,0.25,OOS,73,412,0.17718446601941748,0.9178082191780822,0.8616504854368932,0.05615773374118904,5.6716417910447765,0.6944629775377497
price_near_ONL,OTHER,10,30,0.25,OOS,73,412,0.17718446601941748,0.9863013698630136,0.9199029126213593,0.06639845724165439,7.027777777777778,0.8042791900146499
price_near_ONL,OTHER,10,45,0.25,OOS,73,412,0.17718446601941748,1.0,0.9490291262135923,0.050970873786407744,7.534246575342466,0.9213489612927568
price_near_ONL,OTHER,10,10,0.35,OOS,73,412,0.17718446601941748,0.6438356164383562,0.4393203883495146,0.2045152280888416,5.212765957446808,0.47783742721723726
price_near_ONL,OTHER,10,15,0.35,OOS,73,412,0.17718446601941748,0.7808219178082192,0.5970873786407767,0.18373453916744253,6.508771929824562,0.5722624421661471
price_near_ONL,OTHER,10,20,0.35,OOS,73,412,0.17718446601941748,0.8356164383561644,0.6893203883495146,0.1462960500066498,7.344262295081967,0.6944629775377497
price_near_ONL,OTHER,10,30,0.35,OOS,73,412,0.17718446601941748,0.8767123287671232,0.7815533980582524,0.09515893070887083,8.21875,0.8042791900146499
price_near_ONL,OTHER,10,45,0.35,OOS,73,412,0.17718446601941748,0.9315068493150684,0.8592233009708737,0.0722835483441947,9.823529411764707,0.9213489612927568
price_near_ONL,OTHER,10,10,0.15,ALL,662,3598,0.1839911061700945,0.947129909365559,0.914396887159533,0.03273302220602592,2.64274322169059,0.4381455929317318
price_near_ONL,OTHER,10,15,0.15,ALL,662,3598,0.1839911061700945,0.972809667673716,0.9558087826570317,0.017000885016684286,2.906832298136646,0.5146479422834098
price_near_ONL,OTHER,10,20,0.15,ALL,662,3598,0.1839911061700945,0.9818731117824774,0.9708171206225681,0.011055991159909295,3.036923076923077,0.5954460250877186
price_near_ONL,OTHER,10,30,0.15,ALL,662,3598,0.1839911061700945,0.9909365558912386,0.9849916620344636,0.005944893856774991,3.2134146341463414,0.7200038814594764
price_near_ONL,OTHER,10,45,0.15,ALL,662,3598,0.1839911061700945,0.9939577039274925,0.9927737632017788,0.0011839407257137058,3.3221884498480243,0.8529052465984551
price_near_ONL,OTHER,10,10,0.25,ALL,662,3598,0.1839911061700945,0.7719033232628398,0.6956642579210672,0.0762390653417726,4.2818003913894325,0.4381455929317318
price_near_ONL,OTHER,10,15,0.25,ALL,662,3598,0.1839911061700945,0.8444108761329305,0.7857142857142857,0.058696590418644834,4.996422182468694,0.5146479422834098
price_near_ONL,OTHER,10,20,0.25,ALL,662,3598,0.1839911061700945,0.9003021148036254,0.8532518065591995,0.04705030824442591,5.785234899328859,0.5954460250877186
price_near_ONL,OTHER,10,30,0.25,ALL,662,3598,0.1839911061700945,0.9516616314199395,0.9177320733740967,0.033929558045842856,6.809523809523809,0.7200038814594764
price_near_ONL,OTHER,10,45,0.25,ALL,662,3598,0.1839911061700945,0.972809667673716,0.952473596442468,0.020336071231248032,7.47360248447205,0.8529052465984551
price_near_ONL,OTHER,10,10,0.35,ALL,662,3598,0.1839911061700945,0.5709969788519638,0.44441356309060587,0.1265834157613579,5.306878306878307,0.4381455929317318
price_near_ONL,OTHER,10,15,0.35,ALL,662,3598,0.1839911061700945,0.6827794561933535,0.5728182323513062,0.1099612238420472,6.5265486725663715,0.5146479422834098
price_near_ONL,OTHER,10,20,0.35,ALL,662,3598,0.1839911061700945,0.7643504531722054,0.6737076153418566,0.09064283783034877,7.8142292490118574,0.5954460250877186
price_near_ONL,OTHER,10,30,0.35,ALL,662,3598,0.1839911061700945,0.851963746223565,0.7795997776542524,0.0723639685693126,9.53368794326241,0.7200038814594764
price_near_ONL,OTHER,10,45,0.35,ALL,662,3598,0.1839911061700945,0.918429003021148,0.8588104502501389,0.05961855277100914,11.419407894736842,0.8529052465984551
path_vs_ON_high,HIGH,10,10,0.15,IS,820,2412,0.33996683250414594,0.9682926829268292,0.9150082918739635,0.053284391052865754,2.4937027707808563,0.46068878151374043
path_vs_ON_high,HIGH,10,15,0.15,IS,820,2412,0.33996683250414594,0.9853658536585366,0.956882255389718,0.028483598268818522,2.6695544554455446,0.5418677522827648
path_vs_ON_high,HIGH,10,20,0.15,IS,820,2412,0.33996683250414594,0.9914634146341463,0.9718076285240465,0.019655786110099882,2.7650676506765066,0.6203309076635554
path_vs_ON_high,HIGH,10,30,0.15,IS,820,2412,0.33996683250414594,1.0,0.9871475953565506,0.012852404643449389,2.9402439024390246,0.7458612599256409
path_vs_ON_high,HIGH,10,45,0.15,IS,820,2412,0.33996683250414594,1.0,0.9954394693200663,0.004560530679933672,2.9402439024390246,0.8711661898925364
path_vs_ON_high,HIGH,10,10,0.25,IS,820,2412,0.33996683250414594,0.8219512195121951,0.7043946932006634,0.11755652631153168,4.166172106824926,0.46068878151374043
path_vs_ON_high,HIGH,10,15,0.25,IS,820,2412,0.33996683250414594,0.8890243902439025,0.7918739635157546,0.09715042672814789,4.801097393689986,0.5418677522827648
path_vs_ON_high,HIGH,10,20,0.25,IS,820,2412,0.33996683250414594,0.9329268292682927,0.8561359867330016,0.07679084253529112,5.423529411764706,0.6203309076635554
path_vs_ON_high,HIGH,10,30,0.25,IS,820,2412,0.33996683250414594,0.9621951219512195,0.9203980099502488,0.04179711200097069,5.979721166032953,0.7458612599256409
path_vs_ON_high,HIGH,10,45,0.25,IS,820,2412,0.33996683250414594,0.9829268292682927,0.9543946932006634,0.028532136067629277,6.5955334987593055,0.8711661898925364
path_vs_ON_high,HIGH,10,10,0.35,IS,820,2412,0.33996683250414594,0.5817073170731707,0.4490049751243781,0.1327023419487926,5.184486373165618,0.46068878151374043
path_vs_ON_high,HIGH,10,15,0.35,IS,820,2412,0.33996683250414594,0.7073170731707317,0.5758706467661692,0.1314464264045625,6.544827586206897,0.5418677522827648
path_vs_ON_high,HIGH,10,20,0.35,IS,820,2412,0.33996683250414594,0.7963414634146342,0.6720563847429519,0.12428507867168226,7.869831546707504,0.6203309076635554
path_vs_ON_high,HIGH,10,30,0.35,IS,820,2412,0.33996683250414594,0.8780487804878049,0.7806799336650083,0.09736884682279656,9.429166666666667,0.7458612599256409
path_vs_ON_high,HIGH,10,45,0.35,IS,820,2412,0.33996683250414594,0.9317073170731708,0.857379767827529,0.07432754924564178,10.928010471204189,0.8711661898925364
path_vs_ON_high,HIGH,10,10,0.15,Validation,206,774,0.2661498708010336,0.9368932038834952,0.9121447028423773,0.02474850104111792,3.134715025906736,0.4019250495771916
path_vs_ON_high,HIGH,10,15,0.15,Validation,206,774,0.2661498708010336,0.9514563106796117,0.9496124031007752,0.0018439075788364567,3.2806122448979593,0.4826007175065522
path_vs_ON_high,HIGH,10,20,0.15,Validation,206,774,0.2661498708010336,0.9611650485436893,0.9651162790697675,-0.003951230526078153,3.419191919191919,0.5486201310832188
path_vs_ON_high,HIGH,10,30,0.15,Validation,206,774,0.2661498708010336,0.9854368932038835,0.9819121447028424,0.0035247485010411195,3.8817733990147785,0.6557998529273793
path_vs_ON_high,HIGH,10,45,0.15,Validation,206,774,0.2661498708010336,0.9902912621359223,0.9883720930232558,0.0019191691126665411,4.019607843137255,0.7530845495776617
path_vs_ON_high,HIGH,10,10,0.25,Validation,206,774,0.2661498708010336,0.7038834951456311,0.6692506459948321,0.034632849150799005,4.4,0.4019250495771916
path_vs_ON_high,HIGH,10,15,0.25,Validation,206,774,0.2661498708010336,0.8058252427184466,0.7558139534883721,0.050011289230074474,5.403614457831325,0.4826007175065522
path_vs_ON_high,HIGH,10,20,0.25,Validation,206,774,0.2661498708010336,0.8592233009708737,0.8397932816537468,0.019430019317126956,6.231638418079096,0.5486201310832188
path_vs_ON_high,HIGH,10,30,0.25,Validation,206,774,0.2661498708010336,0.9271844660194175,0.9082687338501292,0.018915732169288324,7.602094240837697,0.6557998529273793
path_vs_ON_high,HIGH,10,45,0.25,Validation,206,774,0.2661498708010336,0.9757281553398058,0.9483204134366925,0.027407741903113347,9.104477611940299,0.7530845495776617
path_vs_ON_high,HIGH,10,10,0.35,Validation,206,774,0.2661498708010336,0.49514563106796117,0.43281653746770027,0.0623290936002609,5.382352941176471,0.4019250495771916
path_vs_ON_high,HIGH,10,15,0.35,Validation,206,774,0.2661498708010336,0.6116504854368932,0.5503875968992248,0.06126288853766837,6.857142857142857,0.4826007175065522
path_vs_ON_high,HIGH,10,20,0.35,Validation,206,774,0.2661498708010336,0.7087378640776699,0.6705426356589147,0.03819522841875522,8.554794520547945,0.5486201310832188
path_vs_ON_high,HIGH,10,30,0.35,Validation,206,774,0.2661498708010336,0.8106796116504854,0.7751937984496124,0.03548581320087296,10.730538922155688,0.6557998529273793
path_vs_ON_high,HIGH,10,45,0.35,Validation,206,774,0.2661498708010336,0.8883495145631068,0.8630490956072352,0.02530041895587165,12.950819672131148,0.7530845495776617
path_vs_ON_high,HIGH,10,10,0.15,OOS,100,412,0.24271844660194175,0.97,0.9150485436893204,0.05495145631067955,2.515463917525773,0.46513443864118875
path_vs_ON_high,HIGH,10,15,0.15,OOS,100,412,0.24271844660194175,0.99,0.9611650485436893,0.028834951456310653,2.7373737373737375,0.5773078150838518
path_vs_ON_high,HIGH,10,20,0.15,OOS,100,412,0.24271844660194175,1.0,0.9757281553398058,0.024271844660194164,2.91,0.697947883022924
path_vs_ON_high,HIGH,10,30,0.15,OOS,100,412,0.24271844660194175,1.0,0.9781553398058253,0.021844660194174748,2.91,0.8081471950689988
path_vs_ON_high,HIGH,10,45,0.15,OOS,100,412,0.24271844660194175,1.0,0.9854368932038835,0.014563106796116498,2.91,0.9543987772983158
path_vs_ON_high,HIGH,10,10,0.25,OOS,100,412,0.24271844660194175,0.84,0.6941747572815534,0.14582524271844655,4.2976190476190474,0.46513443864118875
path_vs_ON_high,HIGH,10,15,0.25,OOS,100,412,0.24271844660194175,0.89,0.8058252427184466,0.08417475728155344,4.685393258426966,0.5773078150838518
path_vs_ON_high,HIGH,10,20,0.25,OOS,100,412,0.24271844660194175,0.95,0.8616504854368932,0.0883495145631068,5.505263157894737,0.697947883022924
path_vs_ON_high,HIGH,10,30,0.25,OOS,100,412,0.24271844660194175,0.99,0.9199029126213593,0.07009708737864073,6.242424242424242,0.8081471950689988
path_vs_ON_high,HIGH,10,45,0.25,OOS,100,412,0.24271844660194175,1.0,0.9490291262135923,0.050970873786407744,6.49,0.9543987772983158
path_vs_ON_high,HIGH,10,10,0.35,OOS,100,412,0.24271844660194175,0.53,0.4393203883495146,0.09067961165048544,4.716981132075472,0.46513443864118875
path_vs_ON_high,HIGH,10,15,0.35,OOS,100,412,0.24271844660194175,0.76,0.5970873786407767,0.16291262135922335,6.881578947368421,0.5773078150838518
path_vs_ON_high,HIGH,10,20,0.35,OOS,100,412,0.24271844660194175,0.83,0.6893203883495146,0.14067961165048537,7.927710843373494,0.697947883022924
path_vs_ON_high,HIGH,10,30,0.35,OOS,100,412,0.24271844660194175,0.89,0.7815533980582524,0.1084466019417476,9.01123595505618,0.8081471950689988
path_vs_ON_high,HIGH,10,45,0.35,OOS,100,412,0.24271844660194175,0.91,0.8592233009708737,0.05077669902912629,9.527472527472527,0.9543987772983158
path_vs_ON_high,HIGH,10,10,0.15,ALL,1126,3598,0.3129516397998888,0.9626998223801065,0.914396887159533,0.048302935220573495,2.609778597785978,0.45033286404821277
path_vs_ON_high,HIGH,10,15,0.15,ALL,1126,3598,0.3129516397998888,0.9795737122557726,0.9558087826570317,0.02376492959874088,2.784224841341795,0.5341723678389005
path_vs_ON_high,HIGH,10,20,0.15,ALL,1126,3598,0.3129516397998888,0.9866785079928952,0.9708171206225681,0.015861387370327162,2.8946894689468947,0.6141046888006668
path_vs_ON_high,HIGH,10,30,0.15,ALL,1126,3598,0.3129516397998888,0.9973357015985791,0.9849916620344636,0.01234403956411545,3.107747105966162,0.734916272068353
path_vs_ON_high,HIGH,10,45,0.15,ALL,1126,3598,0.3129516397998888,0.9982238010657194,0.9927737632017788,0.005450037863940604,3.1334519572953736,0.8569552137253194
path_vs_ON_high,HIGH,10,10,0.25,ALL,1126,3598,0.3129516397998888,0.8019538188277087,0.6956642579210672,0.10628956090664143,4.21594684385382,0.45033286404821277
path_vs_ON_high,HIGH,10,15,0.25,ALL,1126,3598,0.3129516397998888,0.8738898756660746,0.7857142857142857,0.08817558995178887,4.892276422764228,0.5341723678389005
path_vs_ON_high,HIGH,10,20,0.25,ALL,1126,3598,0.3129516397998888,0.9209591474245116,0.8532518065591995,0.06770734086531205,5.568948891031822,0.6141046888006668
path_vs_ON_high,HIGH,10,30,0.25,ALL,1126,3598,0.3129516397998888,0.9582593250444049,0.9177320733740967,0.04052725167030824,6.291010194624652,0.734916272068353
path_vs_ON_high,HIGH,10,45,0.25,ALL,1126,3598,0.3129516397998888,0.9831261101243339,0.952473596442468,0.030652513681865945,7.041553748870822,0.8569552137253194
path_vs_ON_high,HIGH,10,10,0.35,ALL,1126,3598,0.3129516397998888,0.5612788632326821,0.44441356309060587,0.11686530014207619,5.177215189873418,0.45033286404821277
path_vs_ON_high,HIGH,10,15,0.35,ALL,1126,3598,0.3129516397998888,0.69449378330373,0.5728182323513062,0.12167555095242377,6.627877237851663,0.5341723678389005
path_vs_ON_high,HIGH,10,20,0.35,ALL,1126,3598,0.3129516397998888,0.783303730017762,0.6737076153418566,0.10959611467590535,7.988662131519274,0.6141046888006668
path_vs_ON_high,HIGH,10,30,0.35,ALL,1126,3598,0.3129516397998888,0.866785079928952,0.7795997776542524,0.08718530227469967,9.613729508196721,0.734916272068353
path_vs_ON_high,HIGH,10,45,0.35,ALL,1126,3598,0.3129516397998888,0.9218472468916519,0.8588104502501389,0.06303679664151296,11.16184971098266,0.8569552137253194
high_local_vol,HIGH,10,10,0.15,IS,820,2412,0.33996683250414594,0.9963414634146341,0.9150082918739635,0.08133317154067066,1.9767441860465116,0.5327841261618718
high_local_vol,HIGH,10,15,0.15,IS,820,2412,0.33996683250414594,0.998780487804878,0.956882255389718,0.04189823241516,2.001221001221001,0.623548113656134
high_local_vol,HIGH,10,20,0.15,IS,820,2412,0.33996683250414594,0.998780487804878,0.9718076285240465,0.026972859280831596,2.001221001221001,0.7074329284877862
high_local_vol,HIGH,10,30,0.15,IS,820,2412,0.33996683250414594,1.0,0.9871475953565506,0.012852404643449389,2.0317073170731708,0.8402156836960984
high_local_vol,HIGH,10,45,0.15,IS,820,2412,0.33996683250414594,1.0,0.9954394693200663,0.004560530679933672,2.0317073170731708,0.9827832980126667
high_local_vol,HIGH,10,10,0.25,IS,820,2412,0.33996683250414594,0.9439024390243902,0.7043946932006634,0.2395077458237268,3.6770025839793283,0.5327841261618718
high_local_vol,HIGH,10,15,0.25,IS,820,2412,0.33996683250414594,0.9719512195121951,0.7918739635157546,0.18007725599644053,3.943538268506901,0.623548113656134
high_local_vol,HIGH,10,20,0.25,IS,820,2412,0.33996683250414594,0.9890243902439024,0.8561359867330016,0.1328884035109008,4.175092478421702,0.7074329284877862
high_local_vol,HIGH,10,30,0.25,IS,820,2412,0.33996683250414594,0.9951219512195122,0.9203980099502488,0.0747239412692634,4.294117647058823,0.8402156836960984
high_local_vol,HIGH,10,45,0.25,IS,820,2412,0.33996683250414594,1.0,0.9543946932006634,0.04560530679933661,4.439024390243903,0.9827832980126667
high_local_vol,HIGH,10,10,0.35,IS,820,2412,0.33996683250414594,0.7317073170731707,0.4490049751243781,0.2827023419487926,4.968333333333334,0.5327841261618718
high_local_vol,HIGH,10,15,0.35,IS,820,2412,0.33996683250414594,0.8341463414634146,0.5758706467661692,0.25827569469724543,5.899122807017544,0.623548113656134
high_local_vol,HIGH,10,20,0.35,IS,820,2412,0.33996683250414594,0.8939024390243903,0.6720563847429519,0.22184605428143833,6.732605729877217,0.7074329284877862
high_local_vol,HIGH,10,30,0.35,IS,820,2412,0.33996683250414594,0.9560975609756097,0.7806799336650083,0.1754176273106014,7.896683673469388,0.8402156836960984
high_local_vol,HIGH,10,45,0.35,IS,820,2412,0.33996683250414594,0.9792682926829268,0.857379767827529,0.1218885248553978,8.597758405977585,0.9827832980126667
high_local_vol,HIGH,10,10,0.15,Validation,195,774,0.25193798449612403,1.0,0.9121447028423773,0.08785529715762275,2.0358974358974358,0.5368730858032671
high_local_vol,HIGH,10,15,0.15,Validation,195,774,0.25193798449612403,1.0,0.9496124031007752,0.050387596899224785,2.0358974358974358,0.6370294171233937
high_local_vol,HIGH,10,20,0.15,Validation,195,774,0.25193798449612403,1.0,0.9651162790697675,0.03488372093023251,2.0358974358974358,0.7340948659521777
high_local_vol,HIGH,10,30,0.15,Validation,195,774,0.25193798449612403,1.0,0.9819121447028424,0.018087855297157618,2.0358974358974358,0.8778125059939466
high_local_vol,HIGH,10,45,0.15,Validation,195,774,0.25193798449612403,1.0,0.9883720930232558,0.011627906976744207,2.0358974358974358,1.0012279616430195
high_local_vol,HIGH,10,10,0.25,Validation,195,774,0.25193798449612403,0.9282051282051282,0.6692506459948321,0.25895448221029616,3.679558011049724,0.5368730858032671
high_local_vol,HIGH,10,15,0.25,Validation,195,774,0.25193798449612403,0.9794871794871794,0.7558139534883721,0.22367322599880735,4.0890052356020945,0.6370294171233937
high_local_vol,HIGH,10,20,0.25,Validation,195,774,0.25193798449612403,0.9846153846153847,0.8397932816537468,0.1448221029616379,4.171875,0.7340948659521777
high_local_vol,HIGH,10,30,0.25,Validation,195,774,0.25193798449612403,0.9948717948717949,0.9082687338501292,0.0866030610216657,4.422680412371134,0.8778125059939466
high_local_vol,HIGH,10,45,0.25,Validation,195,774,0.25193798449612403,1.0,0.9483204134366925,0.05167958656330751,4.61025641025641,1.0012279616430195
high_local_vol,HIGH,10,10,0.35,Validation,195,774,0.25193798449612403,0.7589743589743589,0.43281653746770027,0.3261578215066587,5.128378378378378,0.5368730858032671
high_local_vol,HIGH,10,15,0.35,Validation,195,774,0.25193798449612403,0.8923076923076924,0.5503875968992248,0.3419200954084676,6.247126436781609,0.6370294171233937
high_local_vol,HIGH,10,20,0.35,Validation,195,774,0.25193798449612403,0.9435897435897436,0.6705426356589147,0.27304710793082887,6.945652173913044,0.7340948659521777
high_local_vol,HIGH,10,30,0.35,Validation,195,774,0.25193798449612403,0.9743589743589743,0.7751937984496124,0.1991651759093619,7.526315789473684,0.8778125059939466
high_local_vol,HIGH,10,45,0.35,Validation,195,774,0.25193798449612403,0.9897435897435898,0.8630490956072352,0.12669449413635459,7.974093264248705,1.0012279616430195
high_local_vol,HIGH,10,10,0.15,OOS,115,412,0.279126213592233,1.0,0.9150485436893204,0.08495145631067957,1.7130434782608697,0.5762649786804362
high_local_vol,HIGH,10,15,0.15,OOS,115,412,0.279126213592233,1.0,0.9611650485436893,0.03883495145631066,1.7130434782608697,0.7042346851441815
high_local_vol,HIGH,10,20,0.15,OOS,115,412,0.279126213592233,1.0,0.9757281553398058,0.024271844660194164,1.7130434782608697,0.8237918230528847
high_local_vol,HIGH,10,30,0.15,OOS,115,412,0.279126213592233,1.0,0.9781553398058253,0.021844660194174748,1.7130434782608697,0.9367344831497194
high_local_vol,HIGH,10,45,0.15,OOS,115,412,0.279126213592233,1.0,0.9854368932038835,0.014563106796116498,1.7130434782608697,1.0732434968212818
high_local_vol,HIGH,10,10,0.25,OOS,115,412,0.279126213592233,0.9478260869565217,0.6941747572815534,0.2536513296749683,3.596330275229358,0.5762649786804362
high_local_vol,HIGH,10,15,0.25,OOS,115,412,0.279126213592233,0.991304347826087,0.8058252427184466,0.18547910510764043,3.956140350877193,0.7042346851441815
high_local_vol,HIGH,10,20,0.25,OOS,115,412,0.279126213592233,1.0,0.8616504854368932,0.13834951456310685,4.095652173913043,0.8237918230528847
high_local_vol,HIGH,10,30,0.25,OOS,115,412,0.279126213592233,1.0,0.9199029126213593,0.08009708737864074,4.095652173913043,0.9367344831497194
high_local_vol,HIGH,10,45,0.25,OOS,115,412,0.279126213592233,1.0,0.9490291262135923,0.050970873786407744,4.095652173913043,1.0732434968212818
high_local_vol,HIGH,10,10,0.35,OOS,115,412,0.279126213592233,0.7739130434782608,0.4393203883495146,0.33459265512874625,4.606741573033708,0.5762649786804362
high_local_vol,HIGH,10,15,0.35,OOS,115,412,0.279126213592233,0.9304347826086956,0.5970873786407767,0.33334740396791895,5.897196261682243,0.7042346851441815
high_local_vol,HIGH,10,20,0.35,OOS,115,412,0.279126213592233,0.9565217391304348,0.6893203883495146,0.2672013507809202,6.236363636363636,0.8237918230528847
high_local_vol,HIGH,10,30,0.35,OOS,115,412,0.279126213592233,0.991304347826087,0.7815533980582524,0.2097509497678346,6.859649122807017,0.9367344831497194
high_local_vol,HIGH,10,45,0.35,OOS,115,412,0.279126213592233,0.991304347826087,0.8592233009708737,0.13208104685521327,6.859649122807017,1.0732434968212818
high_local_vol,HIGH,10,10,0.15,ALL,1130,3598,0.3140633685380767,0.9973451327433628,0.914396887159533,0.08294824558382974,1.9600709849157054,0.5379147856040903
high_local_vol,HIGH,10,15,0.15,ALL,1130,3598,0.3140633685380767,0.9991150442477876,0.9558087826570317,0.0433062615907559,1.9778565101860053,0.6340859985209493
high_local_vol,HIGH,10,20,0.15,ALL,1130,3598,0.3140633685380767,0.9991150442477876,0.9708171206225681,0.028297923625219545,1.9778565101860053,0.7238757167006558
high_local_vol,HIGH,10,30,0.15,ALL,1130,3598,0.3140633685380767,1.0,0.9849916620344636,0.015008337965536356,2.0,0.8565263405856973
high_local_vol,HIGH,10,45,0.15,ALL,1130,3598,0.3140633685380767,1.0,0.9927737632017788,0.007226236798221208,2.0,0.9951723531196662
high_local_vol,HIGH,10,10,0.25,ALL,1130,3598,0.3140633685380767,0.9415929203539823,0.6956642579210672,0.2459286624329151,3.669172932330827,0.5379147856040903
high_local_vol,HIGH,10,15,0.25,ALL,1130,3598,0.3140633685380767,0.9752212389380531,0.7857142857142857,0.18950695322376743,3.97005444646098,0.6340859985209493
high_local_vol,HIGH,10,20,0.25,ALL,1130,3598,0.3140633685380767,0.9893805309734514,0.8532518065591995,0.13612872441425183,4.166368515205725,0.7238757167006558
high_local_vol,HIGH,10,30,0.25,ALL,1130,3598,0.3140633685380767,0.995575221238938,0.9177320733740967,0.07784314786484137,4.296,0.8565263405856973
high_local_vol,HIGH,10,45,0.25,ALL,1130,3598,0.3140633685380767,1.0,0.952473596442468,0.047526403557532015,4.433628318584071,0.9951723531196662
high_local_vol,HIGH,10,10,0.35,ALL,1130,3598,0.3140633685380767,0.7407079646017699,0.44441356309060587,0.29629440151116404,4.958183990442055,0.5379147856040903
high_local_vol,HIGH,10,15,0.35,ALL,1130,3598,0.3140633685380767,0.8539823008849557,0.5728182323513062,0.2811640685336495,5.961658031088083,0.6340859985209493
high_local_vol,HIGH,10,20,0.35,ALL,1130,3598,0.3140633685380767,0.9088495575221239,0.6737076153418566,0.2351419421802673,6.717624148003895,0.7238757167006558
high_local_vol,HIGH,10,30,0.35,ALL,1130,3598,0.3140633685380767,0.9628318584070796,0.7795997776542524,0.18323208075282726,7.723345588235294,0.8565263405856973
high_local_vol,HIGH,10,45,0.35,ALL,1130,3598,0.3140633685380767,0.9823008849557522,0.8588104502501389,0.12349043470561327,8.31081081081081,0.9951723531196662
low_local_vol,LOW,10,10,0.15,IS,796,2412,0.33001658374792703,0.7776381909547738,0.9150082918739635,-0.13737010091918966,4.579967689822294,0.25022695564007186
low_local_vol,LOW,10,15,0.15,IS,796,2412,0.33001658374792703,0.8806532663316583,0.956882255389718,-0.07622898905805975,5.527817403708987,0.3004324732069303
low_local_vol,LOW,10,20,0.15,IS,796,2412,0.33001658374792703,0.9170854271356784,0.9718076285240465,-0.05472220138836803,6.042465753424658,0.3435139803796956
low_local_vol,LOW,10,30,0.15,IS,796,2412,0.33001658374792703,0.9610552763819096,0.9871475953565506,-0.026092318974641038,6.849673202614379,0.4171305843419859
low_local_vol,LOW,10,45,0.15,IS,796,2412,0.33001658374792703,0.9861809045226131,0.9954394693200663,-0.00925856479745324,7.598726114649682,0.48973450505186217
low_local_vol,LOW,10,10,0.25,IS,796,2412,0.33001658374792703,0.42085427135678394,0.7043946932006634,-0.28354042184387945,6.405970149253731,0.25022695564007186
low_local_vol,LOW,10,15,0.25,IS,796,2412,0.33001658374792703,0.5552763819095478,0.7918739635157546,-0.2365975816062068,8.013574660633484,0.3004324732069303
low_local_vol,LOW,10,20,0.25,IS,796,2412,0.33001658374792703,0.6595477386934674,0.8561359867330016,-0.19658824803953423,9.630476190476191,0.3435139803796956
low_local_vol,LOW,10,30,0.25,IS,796,2412,0.33001658374792703,0.7902010050251256,0.9203980099502488,-0.1301970049251232,12.130365659777425,0.4171305843419859
low_local_vol,LOW,10,45,0.25,IS,796,2412,0.33001658374792703,0.871859296482412,0.9543946932006634,-0.08253539671825139,14.510086455331413,0.48973450505186217
low_local_vol,LOW,10,10,0.35,IS,796,2412,0.33001658374792703,0.1658291457286432,0.4490049751243781,-0.2831758293957349,6.924242424242424,0.25022695564007186
low_local_vol,LOW,10,15,0.35,IS,796,2412,0.33001658374792703,0.292713567839196,0.5758706467661692,-0.28315707892697317,9.549356223175966,0.3004324732069303
