stop_rule,target_r,filter,Inner,OOS,Train,Validation,n_Inner,n_OOS,n_Train,n_Validation
0.75x_ib_width,0.75,high_volume,4.22099358974359,14.704779411764706,-0.6001169438669439,9.429521276595745,195,85,481,188
0.75x_ib_width,0.75,highvol_early,4.726609281437126,25.613451086956523,-0.7873062015503876,12.969035823170731,167,69,387,164
0.75x_ib_width,0.75,low_volume,8.967931547619047,3.3786764705882355,-1.9424051455301454,-0.8048818407960199,210,136,481,201
0.75x_ib_width,1.0,all,4.103028064992614,1.5619932432432433,-0.9339868147120055,3.091906474820144,677,370,1441,695
0.75x_ib_width,1.0,early,4.004175646551724,-0.6203007518796992,-0.8309922680412372,5.182711693548387,464,266,970,496
0.75x_ib_width,1.0,high_volume,6.845192307692308,16.044117647058822,-0.34667359667359665,7.574468085106383,195,85,481,188
0.75x_ib_width,1.0,highvol_early,7.542664670658683,28.079710144927535,-0.1771640826873385,10.120426829268293,167,69,387,164
0.75x_ib_width,1.0,low_volume,12.188690476190477,1.3676470588235294,-1.5062370062370063,0.06685323383084577,210,136,481,201
0.75x_ib_width,1.5,all,4.162296898079764,0.6930743243243244,-0.6627992713393477,2.8450089928057554,677,370,1441,695
0.75x_ib_width,1.5,early,5.142780172413793,-2.488721804511278,-0.4368234536082474,5.697643649193548,464,266,970,496
0.75x_ib_width,1.5,high_volume,6.990224358974359,16.241176470588236,0.23174376299376298,8.771110372340425,195,85,481,188
0.75x_ib_width,1.5,highvol_early,9.988585329341317,28.03713768115942,0.5909237726098191,10.586128048780488,167,69,387,164
0.75x_ib_width,1.5,low_volume,12.37827380952381,5.353400735294118,-1.554054054054054,-0.5382462686567164,210,136,481,201
0.75x_ib_width,2.0,all,4.288497045790251,0.43158783783783783,-0.4723282442748092,5.832823741007195,677,370,1441,695
0.75x_ib_width,2.0,early,4.870285560344827,-2.6705827067669174,-0.1686855670103093,9.026839717741936,464,266,970,496
0.75x_ib_width,2.0,high_volume,7.428846153846154,11.644117647058824,0.45647089397089397,11.876329787234043,195,85,481,188
0.75x_ib_width,2.0,highvol_early,10.811751497005988,21.276268115942027,0.7937661498708011,13.481326219512194,167,69,387,164
0.75x_ib_width,2.0,low_volume,11.952380952380953,4.015625,-1.4987006237006237,1.5276741293532339,210,136,481,201
1.00x_ib_width,0.75,all,4.09647341211226,3.2964527027027026,-1.0058553088133242,3.6490107913669063,677,370,1441,695
1.00x_ib_width,0.75,early,3.3677262931034484,2.4400845864661656,-1.052319587628866,6.241683467741935,464,266,970,496
1.00x_ib_width,0.75,high_volume,7.55448717948718,11.790441176470589,-0.39514033264033266,8.563829787234043,195,85,481,188
1.00x_ib_width,0.75,highvol_early,7.9782934131736525,24.882246376811594,-0.24386304909560724,10.385670731707316,167,69,387,164
1.00x_ib_width,0.75,low_volume,11.317559523809523,3.6613051470588234,-1.6113565488565489,0.7751865671641791,210,136,481,201
1.00x_ib_width,1.0,all,4.674298375184638,2.2581081081081082,-0.7154753643303262,3.043525179856115,677,370,1441,695
1.00x_ib_width,1.0,early,5.221443965517241,0.5028195488721805,-0.7546391752577319,6.627520161290323,464,266,970,496
1.00x_ib_width,1.0,high_volume,9.36025641025641,6.55,0.30717255717255715,9.764627659574469,195,85,481,188
1.00x_ib_width,1.0,highvol_early,12.179640718562874,18.507246376811594,0.6414728682170543,11.112804878048781,167,69,387,164
1.00x_ib_width,1.0,low_volume,10.478571428571428,7.5588235294117645,-1.4818087318087318,-0.15796019900497513,210,136,481,201
1.00x_ib_width,1.5,all,4.349150664697193,2.1983108108108107,-0.5674011103400416,6.70953237410072,677,370,1441,695
1.00x_ib_width,1.5,early,4.402209051724138,0.43468045112781956,-0.4542525773195876,10.480846774193548,464,266,970,496
1.00x_ib_width,1.5,high_volume,7.941666666666666,6.397058823529412,0.382016632016632,13.501994680851064,195,85,481,188
1.00x_ib_width,1.5,highvol_early,11.019461077844312,16.855072463768117,0.7051033591731266,14.070121951219512,167,69,387,164
1.00x_ib_width,1.5,low_volume,11.076190476190476,6.8869485294117645,-1.5236486486486487,2.3656716417910446,210,136,481,201
1.00x_ib_width,2.0,all,4.2828655834564255,3.4148648648648647,-0.8979875086745316,5.962589928057554,677,370,1441,695
1.00x_ib_width,2.0,early,3.8954741379310347,1.6889097744360901,-0.886340206185567,9.669858870967742,464,266,970,496
1.00x_ib_width,2.0,high_volume,7.01025641025641,7.9411764705882355,0.04521829521829522,10.77659574468085,195,85,481,188
1.00x_ib_width,2.0,highvol_early,9.80688622754491,19.6231884057971,0.40891472868217055,11.603658536585366,167,69,387,164
1.00x_ib_width,2.0,low_volume,11.277380952380952,5.832720588235294,-1.5478170478170479,1.8233830845771144,210,136,481,201
opposite_ib,0.75,all,3.804745199409158,4.693243243243243,-0.9558032616238723,4.44910071942446,677,370,1441,695
opposite_ib,0.75,early,3.0928071120689653,3.156015037593985,-0.961340206185567,7.011088709677419,464,266,970,496
opposite_ib,0.75,high_volume,8.41025641025641,15.253676470588236,-0.3106808731808732,8.45378989361702,195,85,481,188
opposite_ib,0.75,highvol_early,8.696107784431138,22.53804347826087,-0.030684754521963824,9.754192073170731,167,69,387,164
opposite_ib,0.75,low_volume,11.814880952380953,3.0721507352941178,-1.5582120582120582,1.5534825870646767,210,136,481,201
opposite_ib,1.0,all,3.5358197932053175,6.3,-0.9916724496877168,4.530935251798561,677,370,1441,695
opposite_ib,1.0,early,3.7952586206896552,3.9915413533834587,-0.9188144329896907,8.144153225806452,464,266,970,496
opposite_ib,1.0,high_volume,7.0115384615384615,17.99411764705882,-0.02650727650727651,12.085106382978724,195,85,481,188
opposite_ib,1.0,highvol_early,9.27245508982036,25.85144927536232,0.332687338501292,13.100609756097562,167,69,387,164
opposite_ib,1.0,low_volume,10.833333333333334,6.8400735294117645,-1.5784823284823284,-0.2537313432835821,210,136,481,201
opposite_ib,1.5,all,3.4387001477104873,5.890878378378378,-1.0498785565579458,6.3390287769784175,677,370,1441,695
opposite_ib,1.5,early,2.875269396551724,3.9149436090225564,-1.038917525773196,10.107358870967742,464,266,970,496
opposite_ib,1.5,high_volume,6.476923076923077,14.651470588235295,-0.30665280665280664,10.83843085106383,195,85,481,188
opposite_ib,1.5,highvol_early,8.665419161676647,22.393115942028984,0.015180878552971577,12.245426829268293,167,69,387,164
opposite_ib,1.5,low_volume,10.845833333333333,6.154411764705882,-1.7177754677754677,2.3544776119402986,210,136,481,201
opposite_ib,2.0,all,3.3519202363367797,4.422972972972973,-1.2647467036780013,6.733453237410072,677,370,1441,695
opposite_ib,2.0,early,2.4504310344827585,1.0695488721804511,-1.331701030927835,10.66179435483871,464,266,970,496
opposite_ib,2.0,high_volume,5.414102564102564,10.320588235294117,-0.7354469854469855,11.003989361702128,195,85,481,188
opposite_ib,2.0,highvol_early,7.4431137724550895,17.057971014492754,-0.4496124031007752,12.15701219512195,167,69,387,164
opposite_ib,2.0,low_volume,11.064285714285715,0.41544117647058826,-1.615904365904366,2.3445273631840795,210,136,481,201
